week52change;week52high;week52low;marketcap;employees;day200MovingAvg;day50MovingAvg;float;avg10Volume;avg30Volume;ttmEPS;ttmDividendRate;companyName;sharesOutstanding;maxChangePercent;year5ChangePercent;year2ChangePercent;year1ChangePercent;ytdChangePercent;month6ChangePercent;month3ChangePercent;month1ChangePercent;day30ChangePercent;day5ChangePercent;nextDividendDate;dividendYield;nextEarningsDate;exDividendDate;peRatio;beta;symbol
-0.029086;82.27;54.81;11493933877.0;;75.22;65.32;;5550402.0;5414801.25;;1.9478;iShares MSCI ACWI ETF;164153598;0.4101;0.1146;-0.0503;-0.028409;-0.133184;-0.095667;-0.101457;0.054996;0.05472;0.031726;2020-05-31;0.02762761396130694;;2019-12-06;;0.9629325762664229;ACWI
-0.046605;102.1;73.05;5434994916.0;;92.7;86.58;;426158.5;469829.0;;2.4578;iShares Edge MSCI Min Vol Global ETF;65930505;0.66;0.1674;0.032;-0.046191;-0.104808;-0.097404;-0.112694;0.003948;0.000825;0.011691;2020-06-08;0.02837462602915302;;2019-12-16;;0.7704690782990778;ACWV
-0.111309;50.48;33.2;3345230551.0;;45.73;38.96;;2630200.3;2914002.2;;1.6976;iShares MSCI ACWI ex U.S. ETF;82177906;-0.1993;-0.1519;-0.2031;-0.115164;-0.191224;-0.15865;-0.12834;0.044849;0.037461;0.03513;2020-06-01;0.04245651923913588;;2019-12-15;;0.90426495330901;ACWX
0.074128;32.69;26.28;142117615.0;;31.24;30.45;;17015.1;15380.28;;0.2703;Aptus Drawdown Managed Equity ETF;4537136;0.2439;0.2388;-0.0761;0.075956;0.017427;0.036949;0.004894;0.047902;0.063426;0.008973;;0.008765036988345819;;2020-03-09;;0.5100999132355858;ADME
-0.050596;46.62;28.92;109402839.0;;41.02;35.8;;5251.9;6333.27;;0.7904;Invesco BLDRS Emerging Markets 50 ADR Index Fund;3078401;2.253;-0.0219;-0.1806;-0.051078;-0.2109;-0.116849;-0.117143;0.016508;0.048073;0.034318;2020-06-16;0.02193535822635262;;2020-03-20;;0.8644267307187484;ADRE
-0.060074430502636576;11.0;7.4;54831466.0;;9.84;9.1;;20301.1;150849.44;;0.0347;Anfield U.S. Equity Sector Rotation ETF;5582332;-0.0591;-0.0605;-0.0616;-0.059526;-0.071515;-0.059356;-0.069157;0.053552;0.0644;0.026815;;0.0036158658545530284;;2019-12-23;;0.314425141113288;AESR
-0.0123;10.97;9.48;103225225.0;;10.15;10.18;;44390.0;416240.53;;0.2172;Anfield Universal Fixed Income ETF;10478227;-0.018;-0.017;-0.017;-0.01221;0.007286;0.00962;0.00419;0.004287;-0.003063;0.002074;;0.021591662002582456;;2020-05-09;;0.04175165084908858;AFIF
-0.264152;23.4;11.62;36928139.0;;18.55;14.13;;21734.1;21090.78;;1.3291;VanEck Vectors Africa Index ETF;2496927;-0.447;-0.4453;-0.4029;-0.258739;-0.26506;-0.268125;-0.193364;0.108926;0.095832;0.041731;2020-12-09;0.08729119561036565;;2019-12-11;;0.7784314376288246;AFK
-0.10203300895128471;21.98;13.44;1833569.0;;19.24;17.35;;290.0;2209.39;;0.0989;First Trust Active Factor Large Cap ETF;104624;-0.103;-0.0993;-0.1028;-0.102196;-0.129595;-0.100603;-0.1178;0.06;0.055562;0.032797;2020-06-20;0.00555276771133437;;2020-03-23;;-0.47449742021091984;AFLG
-0.186602;21.7;12.37;1675191.0;;18.59;15.01;;68.8;686.8;;0.0859;First Trust Active Factor Mid Cap ETF;100300;-0.1888;-0.1939;-0.1911;-0.185846;-0.206163;-0.191646;-0.19869;0.105829;0.052356;0.071815;2020-06-21;0.005163804126326067;;2020-03-20;;-0.4275785184419386;AFMC
-0.215913;21.78;11.76;1635655.0;;17.86;14.64;;42.4;740.48;;0.066;First Trust Active Factor Small Cap ETF;104091;-0.209;-0.208;-0.208;-0.207846;-0.228425;-0.20787;-0.20123;0.122687;0.06;0.079565;2020-06-19;0.004137875699061998;;2020-03-20;;-0.3990652177506113;AFSM
-0.011146;19.08;14.66;8953628.0;;17.26;15.64;;5216.8;5206.61;;;Pacer CSOP FTSE China A50 ETF;572981;-0.1056;-0.2526;-0.079;-0.011022;-0.113357;-0.081538;-0.015164;0.018783;0.037324;0.009673;2020-12-06;;;;;0.6343760107105131;AFTY
0.079582;121.45;106.28;74424637938.0;;117.8;117.2;;5210330.6;5361365.08;;3.0299;iShares Core U.S. Aggregate Bond ETF;628996579;0.1465;0.0695;0.1223;0.078755;0.042649;0.041312;0.018561;0.002069;0.001112;0.003051;2020-05-29;0.0261937642145264;;2020-04-27;;0.030388652760245;AGG
0.041035;22.1;19.35;71433915.0;;19.94;20.31;;2276.7;15947.22;;0.5495;IQ Enhanced Core Plus Bond U.S. ETF;3515282;-0.004;-0.004;0.06;0.04057;0.008894;0.015605;0.001031;0.001574;0.001019;-0.002091;2020-06-04;0.02705010211623756;;2020-05-07;;0.04548752503904118;AGGP
0.066942;57.05;46.63;1091050262.0;;53.95;54.49;;263460.4;282188.18;;1.4774;WisdomTree Yield Enhanced U.S. Aggregate Bond Fund;20304764;0.0708;0.0704;0.1096;0.067456;0.019672;0.021027;-0.006207;0.007615;0.008443;0.006313;2020-05-12;0.02839493600439162;;2020-05-16;;0.01667404624116273;AGGY
-0.10370194778489557;43.94;37.6;15697028.0;;40.42;38.59;;4134.8;6937.13;;1.1355;WisdomTree Negative Duration US Aggregate Bond Fund;400882;-0.2469;-0.1718;-0.1482;-0.105928;-0.089706;-0.082541;-0.062706;0.011366;0.0;0.006137;2020-05-18;0.03073023950968872;;2020-04-11;;0.03581696482857537;AGND
0.21134996289037067;40.57;13.01;196809580.0;;29.45;21.29;;562751.1;384648.88;;;ProShares Ultra Silver;7386312;-0.4272;-0.4374;-0.1426;0.217821;-0.17382;-0.08278;-0.222354;0.261366;0.17367;0.039652;;;;2019-12-09;;0.5635786875306638;AGQ
-0.2362;29.0;12.69;6722310.0;;19.76;15.36;;1683.3;2901.5;;0.3202;iShares MSCI Argentina & Global Exposure ETF A;354231;9.2785;-0.2531;-0.3169;-0.231436;-0.185903;-0.043693;-0.134885;0.261122;0.269406;0.070293;2020-06-05;0.01630128412905315;;2019-12-15;;1.038761642737379;AGT
0.06562072410276873;126.87;117.38;665355175.0;;122.96;125.16;;46035.9;66886.31;;2.4648;iShares Agency Bond ETF;5476811;0.1849;0.0729;0.0977;0.067401;0.046958;0.042733;0.025932;0.003622;0.00904;-0.001257;2020-05-24;0.02100180660067884;;2020-04-16;;-0.05035675472309098;AGZ
-0.025328;48.82;43.99;95085742.0;;48.26;48.24;;8568.2;11655.6;;1.3401;WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund;2085835;-0.0696;-0.0516;-0.0325;-0.025379;-0.0323;-0.030033;-0.032221;-0.00263;-0.005928;0.004621;2020-05-14;0.02834249059629204;;2020-04-14;;-0.0018345515755867911;AGZD
0.022266;70.41;46.95;1220962812.0;;61.92;57.65;;116416.0;121406.95;;1.4799;iShares Asia 50 ETF;19845116;41.3249;0.1213;-0.1176;0.022141;-0.125;-0.041783;-0.04782;0.017584;0.034034;0.02638;2020-06-03;0.025490023500506758;;2019-12-13;;0.7745086376068498;AIA
0.039714;31.08;19.39;91420262.0;;27.59;24.88;;19462.7;19364.75;;0.13;AI Powered Equity ETF;3440489;0.0672;0.0664;-0.0327;0.039692;-0.064783;-0.020929;-0.068834;0.065497;0.142176;0.012587;;0.004838163386849548;;2020-03-06;;0.9396128326516457;AIEQ
-0.007185969150859085;28.62;17.35;3622169.0;;25.43;21.93;;1645.6;1351.8;;0.3327;AI Powered International Equity ETF;157113;-0.0525;-0.0521;-0.0525;-0.007117;-0.11338;-0.077244;-0.081473;0.10315;0.11882;0.03716;;0.013737076134030813;;2019-12-16;;0.8449244880379099;AIIQ
0.2118982255930512;20.36;13.27;47189246.0;;17.06;16.86;;26082.4;24431.3;;0.0909;Global X Future Analytics Tech ETF;2480343;0.2709;0.2767;0.2656;0.209746;0.044165;0.117555;0.026007;0.108686;0.176916;0.043134;2020-06-17;0.004911753919427008;;2019-12-27;;0.9161628772884549;AIQ
-0.119997;30.18;17.26;42333380.0;;26.3;20.95;;27787.6;27775.7;;0.0606;First Trust RBA American Industrial Renaissance ETF;1871427;0.1157;0.1927;-0.1735;-0.120682;-0.246955;-0.229439;-0.23507;0.103111;0.013422;0.115302;2020-06-18;0.002688113823073592;;2020-03-17;;1.1701432554217346;AIRR
0.026265;65.68;37.24;20297637.0;;55.2;49.63;;2973.2;4157.0;;0.0923;AlphaClone Alternative Alpha ETF;390378;3.5114;0.1472;0.126;0.026572;-0.111177;-0.079628;-0.1199;0.07882;0.084578;0.033552;;0.0017940559220980393;;2019-12-24;;1.0088234261681375;ALFA
-0.086173;39.26;30.38;7100766.0;;36.98;34.76;;307.6;719.43;;0.9311;ProShares Morningstar Alternatives Solution ETF;208720;-0.1503;-0.166;-0.1022;-0.084631;-0.108328;-0.096246;-0.09994;0.016304;0.007238;0.010179;2020-06-18;0.02643101454972424;;2020-03-25;;0.3704809858268591;ALTS
-0.312631;15.91;6.8;16321807.0;;13.62;9.34;;8872.3;8414.0;;1.3076;Global X SuperDividend Alternatives ETF;1548097;-0.3137;-0.319;-0.3004;-0.313645;-0.303465;-0.293833;-0.308899;0.115839;0.07165;0.075805;2020-05-29;0.12707506912511105;;2020-04-27;;0.9264540575477918;ALTY
-0.098793;32.0;19.84;3985685.0;;28.41;24.88;;751.7;1037.37;;0.8132;iShares Russell 1000 Pure U.S. Revenue ETF;152092;0.0297;0.029;-0.055;-0.097668;-0.170168;-0.151101;-0.178138;0.034929;0.018972;0.055234;2020-05-31;0.031453974924139344;;2020-03-11;;0.8641879754232707;AMCA
-0.488055;52.89;12.44;22626142223.0;;37.06;21.26;;5283641.7;6377539.34;;0.743;The Alerian MLP ETF;862764399;-0.6633;-0.7211;-0.496;-0.485031;-0.402485;-0.338912;-0.295213;0.21873;0.369585;0.09975;;0.02829814319477992;;2020-05-02;;1.08052458229791;AMLP
0.10941;28.85;20.75;3630017.0;;26.77;24.52;;259.6;584.04;;1.4762;Qraft AI-Enhanced U.S. Large Cap Momentum ETF;129038;0.1105;0.1075;0.1085;0.1135;0.062937;0.05619;0.043259;0.114537;0.159035;0.02271;;0.05359106254736988;;2019-12-17;;0.9514549652841006;AMOM
-0.681855;59.0;7.5;127669183.0;;36.88;14.68;;96760.0;111361.7;;0.49;InfraCap MLP ETF;6605048;-0.9391;-0.932;-0.7637;-0.667165;-0.585943;-0.548624;-0.477808;0.407016;0.524032;0.141728;2020-05-14;0.025417538605266254;;2020-05-20;;1.4141808200841246;AMZA
-0.053594;31.16;22.05;1775320207.0;;29.94;27.0;;1279984.3;1480506.2;;1.5877;VanEck Vectors Fallen Angel High Yield Bond ETF;65617691;0.0926;-0.0088;-0.0576;-0.052392;-0.087866;-0.060133;-0.092146;0.026273;0.008247;0.031315;2020-05-23;0.056010794715398396;;2020-04-24;;0.45815440297718507;ANGL
-0.028009;59.93;42.25;994709342.0;;56.31;49.27;;81147.4;110217.5;;1.4413;iShares Core Aggressive Allocation ETF;19117381;1.0675;0.0608;-0.0414;-0.027756;-0.115152;-0.08671;-0.093426;0.043227;0.043881;0.02882;2020-06-17;0.02894121868250856;;2020-03-29;;0.7122038604908919;AOA
0.03136577568568318;38.73;30.0;619018140.0;;36.1;34.54;;168432.0;222418.2;;0.9662;iShares Core Conservative Allocation ETF;17591796;0.4246;0.0718;0.0445;0.030648;-0.027258;-0.01393;-0.029326;0.02048;0.018328;0.014695;2020-05-25;0.026756923319257678;;2020-04-23;;0.2899389983463796;AOK
0.016408;42.0;33.65;1248428840.0;;40.9;38.89;;306495.2;311965.7;;1.08;iShares Core Moderate Allocation ETF;31035374;0.645;0.0732;0.0267;0.016288;-0.042673;-0.030368;-0.042977;0.023574;0.024119;0.01598;2020-06-29;0.02794229290567597;;2020-03-30;;0.360317810920565;AOM
-0.005502;50.92;37.41;1409109741.0;;46.22;43.7;;143318.0;203599.81;;1.2687;iShares Core Growth Allocation ETF;32394419;0.8542;0.0649;-0.009;-0.005507;-0.0793;-0.057418;-0.069446;0.033688;0.031802;0.023792;2020-06-22;0.0283206428135488;;2020-04-02;;0.5514324760087506;AOR
0.004783;110.64;99.76;51848002.0;;102.67;104.08;;316.5;371.06;;1.9772;Arrow Reserve Capital Management ETF;525066;0.0058;0.0056;0.0044;0.004848;0.0066;0.004892;0.005463;0.00351;0.01113;0.000917;2020-05-16;0.020055964853138337;;2020-04-19;;0.01659177791119257;ARCM
-0.237129;35.41;14.8;47052901.0;;22.96;18.23;;108809.0;68575.4;;0.3276;Global X MSCI Argentina ETF;2121209;-0.2814;-0.0194;-0.3145;-0.240667;-0.188166;-0.04243;-0.136519;0.258156;0.245073;0.071639;2020-06-16;0.01488918569870792;;2019-12-18;;0.9950903449544979;ARGT
0.261803;27.75;17.78;118174185.0;;23.48;23.44;;150357.0;96866.25;;;ARK Fintech Innovation ETF;4331247;0.3439;0.3483;0.3437;0.261082;0.11721;0.172025;0.0616;0.181173;0.259596;0.041772;;;;;;1.0411014709350614;ARKF
0.552664;50.11;25.0;937518793.0;;35.01;37.5;;731899.8;513256.26;;1.0662;ARK Genomic Revolution Multi-Sector ETF;19760380;1.416;1.1044;0.716;0.561979;0.449897;0.493875;0.391503;0.243683;0.454394;0.07676;;0.02295187529739743;;2019-12-16;;1.0807274288316704;ARKG
0.4481759948670993;64.14;34.0;3262090920.0;;49.7;51.61;;873974.0;859280.63;;0.1923;ARK Innovation ETF;54695708;2.1162;1.9521;0.4424;0.449247;0.232704;0.28728;0.111234;0.184804;0.322047;0.068931;;0.003175135773719777;;2019-12-19;;1.208951257151477;ARKK
0.40574551732871766;45.16;27.15;216631112.0;;36.58;36.06;;105143.2;76340.6;;;Ark Industrial Innovation ETF;5106047;1.2057;1.1654;0.261;0.405375;0.143993;0.266758;0.054178;0.186481;0.245903;0.079496;;;;2018-12-14;;1.0323025872097564;ARKQ
0.48106607283284475;74.99;40.54;798114070.0;;59.28;62.13;;366819.4;323792.7;;;ARK Web x.0 ETF;10477139;2.7788;2.27;0.3933;0.483121;0.263122;0.34746;0.1031;0.18855;0.30644;0.038685;;;;2017-12-22;;1.1299791950281908;ARKW
-0.17295585362304614;23.35;14.35;2634468.0;;16.85;16.64;;2594.1;2259.85;;;Armor US Equity Index ETF;151903;-0.1746;-0.1765;-0.1716;-0.173962;-0.171985;-0.178985;-0.15957;0.056524;0.071451;0.031418;;;;;;-0.3129560274964394;ARMR
-0.248079;17.55;9.86;19858946.0;;15.2;11.7;;2168.8;5330.51;;0.4246;Global X Southeast Asia ETF;1662999;-0.229;-0.2684;-0.3246;-0.244023;-0.282368;-0.264323;-0.182213;0.034177;0.025795;0.041023;2020-06-14;0.03542225645285394;;2019-12-20;;0.7647956532520283;ASEA
-0.153172;32.79;20.78;8713659.0;;28.79;24.2;;1043.8;1392.6;;0.9555;FlexShares Real Assets Allocation Index Fund;365098;-0.01;-0.01;-0.1178;-0.157541;-0.192811;-0.181665;-0.208026;0.021426;-0.018809;0.041106;2020-06-13;0.03752028464603035;;2020-03-26;;0.766485832683952;ASET
0.045581862136243316;31.7;24.44;1533347294.0;;28.16;27.57;;2832849.8;3125151.21;;0.293;Xtrackers Harvest CSI 300 China A-Shares ETF;55805909;0.1016;-0.4365;-0.1003;0.045441;-0.099813;-0.013644;-0.051142;0.010802;0.023844;0.001852;;0.01061678465541024;;2019-12-06;;0.7051909260532763;ASHR
0.055757;31.0;23.81;31409599.0;;27.9;27.23;;10266.7;10455.79;;0.1625;Xtrackers Harvest CSI 500 China A-Shares Small Cap ETF;1114850;0.09;-0.5401;-0.1966;0.058128;-0.033708;0.082112;-0.063504;0.001474;0.012893;-0.013639;;0.00581;;2019-12-17;;0.6370652580767263;ASHS
0.069297;22.47;18.67;15510655.0;;20.59;20.43;;470.0;400.38;;0.3791;Xtrackers MSCI China A Inclusion Equity ETF;751676;-0.2144;-0.2134;-0.0484;0.071233;-0.059966;0.013723;-0.043608;0.00917;0.01894;0.001535;;0.01942813593429172;;2019-12-05;;0.6026473318321308;ASHX
-0.18125018494670375;27.47;15.4;134606083.0;;24.45;19.11;;15895.0;20883.72;;0.99;Global X Adaptive U.S. Factor ETF;6823788;-0.2071;-0.2127;-0.2081;-0.187832;-0.245895;-0.220917;-0.236425;0.053254;0.008323;0.047705;2020-08-02;0.050715844382149;;2020-05-07;;1.131698407591123;AUSF
-0.1319368296535796;55.26;34.37;265493757.0;;50.17;41.75;;38867.9;57572.05;;0.1621;Avantis International Equity ETF;6227324;-0.1344;-0.1343;-0.1371;-0.131288;-0.206094;-0.173186;-0.150672;0.059985;0.036866;0.040738;;0.0036520049492069864;;2019-12-23;;-0.16043573819377246;AVDE
-0.16351;58.5;32.31;99546490.0;;50.32;39.86;;18492.9;20275.2;;0.2124;Avantis International Small Cap Value ETF;2459155;-0.163;-0.165;-0.167;-0.164588;-0.2568;-0.20994;-0.175564;0.08524;0.053371;0.043127;;0.005019123793983323;;2019-12-09;;-0.18428448644573653;AVDV
-0.116331;57.89;36.26;186287220.0;;50.5;41.73;;26721.4;35030.0;;0.192;Avantis Emerging Markets Equity ETF;4342199;-0.1164;-0.119;-0.1188;-0.117971;-0.21329;-0.148856;-0.141455;0.040305;0.056429;0.032395;;0.004493375011259802;;2019-12-11;;0.1541410212719768;AVEM
-0.0586;58.42;35.8;309874265.0;;50.44;44.6;;60228.1;62165.4;;0.3532;Avantis U.S. Equity ETF;6828766;-0.06;-0.0595;-0.0592;-0.05821;-0.140175;-0.099346;-0.125081;0.079064;0.06545;0.04554;;0.007423833092754736;;2020-03-19;;-0.18024399748054046;AVUS
-0.261365;57.5;26.87;156218693.0;;47.64;34.0;;48492.3;125232.7;;0.326;Avantis U.S. Small Cap Value ETF;4017635;-0.2583;-0.2622;-0.2533;-0.250892;-0.310922;-0.286249;-0.242938;0.157462;0.080802;0.110874;;0.008476197200429508;;2020-03-20;;-0.23216550775509232;AVUV
-0.294784;27.55;11.57;;;17.25;15.06;;24607.4;14918.39;;;ETFMG Travel Tech ETF;0;-0.3033;-0.3024;-0.3074;-0.29897;-0.305705;-0.300086;-0.248182;0.160605;0.114432;0.153822;;;;;;-0.6481566474782611;AWAY
-0.033066;52.84;48.07;405388359.0;;49.98;50.08;;457.7;2723.35;;1.329;Aware Ultra-Short Duration Enhanced Income ETF;8474662;4980.0;-0.0272;-0.0274;-0.031901;-0.034654;-0.034869;-0.03678;0.007215;0.016155;0.002953;2020-05-21;0.02690935211226512;;2020-04-24;;0.021127771687500213;AWTM
-0.138124;72.77;49.12;23334102.0;;64.47;54.43;;2615.0;3486.82;;1.959;WisdomTree Asia Pacific ex-Japan Fund;415482;-0.1422;-0.2037;-0.2001;-0.133149;-0.193093;-0.148319;-0.126578;0.02512;0.017878;0.025596;2020-06-18;0.03465849089482349;;2020-03-20;;0.8520982518538357;AXJL
0.03312;37.29;22.55;1344231075.0;;33.28;31.59;;266857.6;317759.3;;1.2582;Invesco Taxable Municipal Bond ETF;42943067;0.2767;0.0941;0.0792;0.033038;-0.005496;-0.011813;-0.049465;-0.004914;0.001631;-0.003949;2020-05-11;0.03962370751658779;;2020-05-07;;0.09048156936958433;BAB
0.06608371024297696;29.0;22.32;92138321.0;;27.89;26.38;;10135.5;28898.07;;;Innovator S&P 500 Buffer ETF - April;3366990;0.0679;0.068;0.0662;0.066728;-0.041641;-0.00966;-0.039263;0.041103;0.039668;0.018063;;;;;;0.6767743840013614;BAPR
-0.275592;12.0;5.94;4106612.0;;10.28;7.42;;3804.0;5756.4;;0.3601;Amplify Advanced Battery Metals & Materials ETF;508595;-0.6162;-0.6026;-0.6186;-0.278049;-0.282366;-0.21364;-0.2083;0.11419;0.079379;0.05446;;0.04422547932912547;;2019-12-17;;0.9601050929668196;BATT
0.008597;28.64;20.39;31884509.0;;25.75;24.25;;52875.6;26063.47;;;Innovator S&P 500 Buffer ETF - August;1284620;0.0087;0.0085;0.0085;0.008472;-0.058905;-0.030518;-0.056672;0.041551;0.045704;0.0227;;;;;;-0.059044822727269436;BAUG
-0.20133560127836267;27.11;16.19;1129122047.0;;24.35;19.56;;240273.0;392392.91;;1.0464;JPMorgan BetaBuilders Developed Asia ex-Japan ETF;56436336;-0.198;-0.1999;-0.1991;-0.197358;-0.219826;-0.190735;-0.176928;0.049344;0.021643;0.032811;;0.0507204011303644;;2020-03-19;;0.8503977539509281;BBAX
0.542611;45.0;23.48;41656572.0;;31.96;34.53;;89284.4;52356.3;;;Virtus LifeSci Biotech Clinical Trials ETF;983449;0.612;0.251;0.2681;0.531883;0.135996;0.45075;0.170321;0.238815;0.349789;0.031905;;;;2017-12-12;;1.0069919812036854;BBC
-0.127602;28.18;15.57;3345432314.0;;24.55;19.8;;248863.3;271219.13;;0.6542;JPMorgan BetaBuilders Canada ETF;155537105;-0.1461;-0.1409;-0.1445;-0.131889;-0.188142;-0.167274;-0.196114;0.059249;0.057331;0.028178;;0.03016341475474396;;2020-03-17;;1.052846948308078;BBCA
-0.144866;26.51;16.24;2503707373.0;;23.72;20.09;;716984.7;893220.07;;0.8952;JPMorgan BetaBuilders Europe ETF;122802735;-0.1815;-0.1776;-0.1843;-0.142673;-0.216891;-0.176482;-0.164496;0.04796;0.02025;0.045933;;0.04386351250701066;;2020-03-10;;0.9136135384589815;BBEU
0.298889;171.2;117.5;420765365.0;;136.21;142.83;;39405.0;37502.2;;0.4847;VanEck Vectors Biotech ETF;2775048;4.0237;0.179;0.3461;0.30752;0.126298;0.148433;0.11131;0.064452;0.169053;-0.004149;2020-12-15;0.003143321342067267;;2019-12-15;;0.7639128139768;BBH
-0.152015;53.39;35.25;43341489.0;;46.53;41.91;;57500.9;54443.71;;0.1253;JPMorgan BetaBuilders International Equity ETF;1031566;-0.1574;-0.1585;-0.1559;-0.15366;-0.189197;-0.153799;-0.128793;0.045209;0.029047;0.035663;;0.002827912828311872;;2020-03-21;;-0.14671231486715638;BBIN
-0.015041745976496136;26.46;18.11;2727902687.0;;23.5;21.58;;438534.7;591994.6;;0.5864;JPMorgan BetaBuilders Japan ETF;129549691;-0.1227;-0.1231;-0.1183;-0.015057;-0.122804;-0.129862;-0.036842;0.047512;0.048;0.021434;;0.027070435740477388;;2019-12-10;;0.6543574083553045;BBJP
0.16738365472767938;50.0;32.1;25614439.0;;41.64;41.4;;2191.0;2860.9;;;Virtus Lifesci Biotech Products ETF;558390;0.8141;0.4657;0.0807;0.165335;0.077415;0.113593;0.06398;0.057798;0.175675;0.008662;;;;2017-12-12;;0.8660573789546002;BBP
-0.22279977331108725;94.82;52.18;941461665.0;;83.28;67.22;;77933.2;93952.96;;1.9596;JPMorgan BetaBuilders MSCI U.S. REIT ETF;14320077;-0.1229;-0.1191;-0.1196;-0.216682;-0.245926;-0.256765;-0.297924;0.0098;-0.083274;0.067299;;0.030674347018176826;;2020-03-12;;1.0793396493370548;BBRE
0.03919102831013802;27.89;25.54;37209790.0;;26.79;26.74;;4621.5;6226.6;;0.6235;JPMorgan Betabuilders 1-5 Year U.S. Aggregate Bond ETF;1440341;0.0473;0.048;0.0465;0.039784;0.028806;0.02643;0.018671;0.00507;0.003925;0.002368;;0.02458667768478298;;2020-04-23;;0.021845806449983338;BBSA
0.037129;64.89;40.37;133951315.0;;56.37;49.41;;54957.3;47022.61;;1.0171;JP Morgan Betabuilders U.S. Equity ETF;2531630;0.0575;0.0578;0.0582;0.036939;-0.089732;-0.04894;-0.08595;0.057885;0.064983;0.032387;;0.018903385661200263;;2020-03-23;;0.9896093058091499;BBUS
-0.159151;25.4;19.36;3066503.0;;23.37;20.6;;1441.3;2162.07;;0.3965;ETFS BBG All Commodity Longer Dated Strategy K-1 Free;157000;-0.2029;-0.2001;-0.2591;-0.160564;-0.187239;-0.164174;-0.122057;0.03003;-0.000999;0.017721;;0.019349769655401913;;2019-12-05;;0.23621014008259347;BCD
-0.202859;23.35;16.95;204345777.0;;21.01;18.5;;168860.3;129763.15;;0.3458;Aberdeen Standard BBG All Commodity Strategy K-1 Free ETF;11133853;-0.3013;-0.2954;-0.3089;-0.199652;-0.224396;-0.211078;-0.157195;0.02138;-0.018812;0.02782;;0.01954134735694583;;2019-12-18;;0.22987829552553268;BCI
